"tmax" "date"
25.18611111 1989-03-27
26.61944445 1989-03-28
30.91944445 1989-03-29
30.91944445 1989-03-30
33.35611111 1989-03-31
33.78611111 1989-04-01
28.53055555 1989-04-02
32.83055555 1989-04-03
35.64944445 1989-04-04
36.175 1989-04-05
36.70055555 1989-04-06
36.70055555 1989-04-07
34.26388889 1989-04-08
29.48611111 1989-04-09
23.275 1989-04-10
20.45611111 1989-04-11
21.36388889 1989-04-12
22.74944445 1989-04-13
23.275 1989-04-14
22.31944445 1989-04-15
22.31944445 1989-04-16
21.36388889 1989-04-17
21.79388889 1989-04-18
22.31944445 1989-04-19
21.79388889 1989-04-20
26.61944445 1989-04-21
26.61944445 1989-04-22
24.23055555 1989-04-23
22.74944445 1989-04-24
20.88611111 1989-04-25
20.88611111 1989-04-26
23.80055555 1989-04-27
26.09388889 1989-04-28
26.09388889 1989-04-29
23.275 1989-04-30
24.23055555 1989-05-01
24.23055555 1989-05-02
23.275 1989-05-03
23.275 1989-05-04
23.275 1989-05-05
24.23055555 1989-05-06
24.75611111 1989-05-07
22.74944445 1989-05-08
29.96388889 1989-05-09
29.96388889 1989-05-10
24.23055555 1989-05-11
24.23055555 1989-05-12
23.80055555 1989-05-13
24.23055555 1989-05-14
22.74944445 1989-05-15
22.74944445 1989-05-16
22.74944445 1989-05-17
23.275 1989-05-18
23.80055555 1989-05-19
26.09388889 1989-05-20
27.575 1989-05-21
28.10055555 1989-05-22
27.04944445 1989-05-23
32.40055555 1989-05-24
33.35611111 1989-05-25
29.96388889 1989-05-26
24.75611111 1989-05-27
23.80055555 1989-05-28
29.05611111 1989-05-29
29.48611111 1989-05-30
23.80055555 1989-05-31
24.75611111 1989-06-01
21.79388889 1989-06-02
21.36388889 1989-06-03
22.74944445 1989-06-04
23.80055555 1989-06-05
24.23055555 1989-06-06
23.80055555 1989-06-07
24.23055555 1989-06-08
24.23055555 1989-06-09
24.75611111 1989-06-10
24.75611111 1989-06-11
25.66388889 1989-06-12
25.66388889 1989-06-13
26.09388889 1989-06-14
25.18611111 1989-06-15
24.23055555 1989-06-16
25.18611111 1989-06-17
28.10055555 1989-06-18
29.96388889 1989-06-19
30.39388889 1989-06-20
29.48611111 1989-06-21
27.575 1989-06-22
24.23055555 1989-06-23
24.23055555 1989-06-24
25.66388889 1989-06-25
26.09388889 1989-06-26
26.61944445 1989-06-27
25.18611111 1989-06-28
25.66388889 1989-06-29
28.10055555 1989-06-30
29.48611111 1989-07-01
28.10055555 1989-07-02
28.53055555 1989-07-03
30.39388889 1989-07-04
32.83055555 1989-07-05
32.83055555 1989-07-06
27.04944445 1989-07-07
26.61944445 1989-07-08
25.66388889 1989-07-09
26.61944445 1989-07-10
27.04944445 1989-07-11
26.61944445 1989-07-12
26.09388889 1989-07-13
27.04944445 1989-07-14
28.10055555 1989-07-15
27.575 1989-07-16
27.04944445 1989-07-17
25.18611111 1989-07-18
25.66388889 1989-07-19
29.05611111 1989-07-20
29.48611111 1989-07-21
27.04944445 1989-07-22
27.04944445 1989-07-23
25.18611111 1989-07-24
23.80055555 1989-07-25
27.04944445 1989-07-26
28.10055555 1989-07-27
26.09388889 1989-07-28
24.75611111 1989-07-29
25.18611111 1989-07-30
27.04944445 1989-07-31
27.575 1989-08-01
27.575 1989-08-02
26.61944445 1989-08-03
26.09388889 1989-08-04
24.75611111 1989-08-05
26.61944445 1989-08-06
26.09388889 1989-08-07
26.61944445 1989-08-08
25.18611111 1989-08-09
25.66388889 1989-08-10
24.75611111 1989-08-11
26.61944445 1989-08-12
27.04944445 1989-08-13
27.04944445 1989-08-14
24.75611111 1989-08-15
24.75611111 1989-08-16
24.75611111 1989-08-17
25.66388889 1989-08-18
24.75611111 1989-08-19
24.75611111 1989-08-20
25.18611111 1989-08-21
25.18611111 1989-08-22
24.75611111 1989-08-23
25.18611111 1989-08-24
25.66388889 1989-08-25
25.66388889 1989-08-26
24.23055555 1989-08-27
24.23055555 1989-08-28
25.66388889 1989-08-29
26.09388889 1989-08-30
26.09388889 1989-08-31
25.66388889 1989-09-01
23.80055555 1989-09-02
24.23055555 1989-09-03
25.66388889 1989-09-04
26.09388889 1989-09-05
27.575 1989-09-06
26.09388889 1989-09-07
26.09388889 1989-09-08
26.09388889 1989-09-09
24.23055555 1989-09-10
25.18611111 1989-09-11
25.18611111 1989-09-12
24.75611111 1989-09-13
25.18611111 1989-09-14
28.53055555 1989-09-15
29.96388889 1989-09-16
26.09388889 1989-09-17
25.66388889 1989-09-18
25.66388889 1989-09-19
26.61944445 1989-09-20
30.39388889 1989-09-21
30.91944445 1989-09-22
29.96388889 1989-09-23
27.575 1989-09-24
28.10055555 1989-09-25
28.53055555 1989-09-26
27.575 1989-09-27
28.10055555 1989-09-28
26.61944445 1989-09-29
27.575 1989-09-30
27.04944445 1989-10-01
25.18611111 1989-10-02
25.18611111 1989-10-03
28.10055555 1989-10-04
29.05611111 1989-10-05
27.575 1989-10-06
26.09388889 1989-10-07
25.66388889 1989-10-08
27.04944445 1989-10-09
24.23055555 1989-10-10
23.80055555 1989-10-11
23.80055555 1989-10-12
23.80055555 1989-10-13
23.80055555 1989-10-14
26.61944445 1989-10-15
27.04944445 1989-10-16
25.66388889 1989-10-17
29.05611111 1989-10-18
31.34944445 1989-10-19
31.34944445 1989-10-20
23.275 1989-10-21
24.75611111 1989-10-22
24.75611111 1989-10-23
24.75611111 1989-10-24
24.75611111 1989-10-25
25.66388889 1989-10-26
24.75611111 1989-10-27
24.23055555 1989-10-28
26.09388889 1989-10-29
26.61944445 1989-10-30
26.61944445 1989-10-31
27.575 1989-11-01
27.575 1989-11-02
29.48611111 1989-11-03
29.48611111 1989-11-04
22.74944445 1989-11-05
23.275 1989-11-06
22.31944445 1989-11-07
26.09388889 1989-11-08
29.96388889 1989-11-09
29.96388889 1989-11-10
29.96388889 1989-11-11
23.80055555 1989-11-12
21.79388889 1989-11-13
21.79388889 1989-11-14
27.575 1989-11-15
27.575 1989-11-16
28.53055555 1989-11-17
30.39388889 1989-11-18
30.39388889 1989-11-19
29.96388889 1989-11-20
29.96388889 1989-11-21
24.75611111 1989-11-22
22.31944445 1989-11-23
22.74944445 1989-11-24
22.74944445 1989-11-25
25.18611111 1989-11-26
25.18611111 1989-11-27
24.23055555 1989-11-28
24.23055555 1989-11-29
24.75611111 1989-11-30
25.18611111 1989-12-01
27.575 1989-12-02
28.53055555 1989-12-03
28.53055555 1989-12-04
25.18611111 1989-12-05
27.575 1989-12-06
29.48611111 1989-12-07
29.96388889 1989-12-08
27.04944445 1989-12-09
21.36388889 1989-12-10
22.74944445 1989-12-11
23.275 1989-12-12
22.31944445 1989-12-13
25.18611111 1989-12-14
25.66388889 1989-12-15
23.275 1989-12-16
21.36388889 1989-12-17
21.36388889 1989-12-18
21.79388889 1989-12-19
22.31944445 1989-12-20
22.31944445 1989-12-21
27.04944445 1989-12-22
27.04944445 1989-12-23
29.05611111 1989-12-24
29.05611111 1989-12-25
29.05611111 1989-12-26
25.66388889 1989-12-27
23.275 1989-12-28
25.66388889 1989-12-29
26.61944445 1989-12-30
23.275 1989-12-31
23.275 1990-01-01
21.36388889 1990-01-02
21.79388889 1990-01-03
20.45611111 1990-01-04
22.74944445 1990-01-05
23.275 1990-01-06
23.275 1990-01-07
23.275 1990-01-08
23.275 1990-01-09
25.66388889 1990-01-10
26.61944445 1990-01-11
20.88611111 1990-01-12
20.45611111 1990-01-13
20.88611111 1990-01-14
19.50055555 1990-01-15
20.45611111 1990-01-16
18.44944445 1990-01-17
19.50055555 1990-01-18
19.50055555 1990-01-19
21.36388889 1990-01-20
21.79388889 1990-01-21
22.31944445 1990-01-22
24.23055555 1990-01-23
25.66388889 1990-01-24
26.61944445 1990-01-25
25.66388889 1990-01-26
26.61944445 1990-01-27
24.23055555 1990-01-28
25.66388889 1990-01-29
26.61944445 1990-01-30
22.74944445 1990-01-31
23.275 1990-02-01
21.36388889 1990-02-02
21.36388889 1990-02-03
20.88611111 1990-02-04
20.45611111 1990-02-05
20.88611111 1990-02-06
20.45611111 1990-02-07
21.79388889 1990-02-08
22.31944445 1990-02-09
21.79388889 1990-02-10
23.275 1990-02-11
24.75611111 1990-02-12
22.31944445 1990-02-13
22.31944445 1990-02-14
17.493888891 1990-02-15
16.586111109 1990-02-16
18.44944445 1990-02-17
18.975 1990-02-18
19.50055555 1990-02-19
19.93055555 1990-02-20
21.36388889 1990-02-21
27.04944445 1990-02-22
27.04944445 1990-02-23
27.575 1990-02-24
24.75611111 1990-02-25
25.18611111 1990-02-26
21.36388889 1990-02-27
20.45611111 1990-02-28
19.93055555 1990-03-01
20.88611111 1990-03-02
22.31944445 1990-03-03
22.74944445 1990-03-04
23.275 1990-03-05
23.80055555 1990-03-06
22.31944445 1990-03-07
21.36388889 1990-03-08
20.45611111 1990-03-09
20.88611111 1990-03-10
20.88611111 1990-03-11
20.45611111 1990-03-12
20.88611111 1990-03-13
21.79388889 1990-03-14
25.18611111 1990-03-15
26.61944445 1990-03-16
27.04944445 1990-03-17
26.61944445 1990-03-18
25.18611111 1990-03-19
28.53055555 1990-03-20
29.05611111 1990-03-21
26.61944445 1990-03-22
23.275 1990-03-23
20.45611111 1990-03-24
18.975 1990-03-25
19.93055555 1990-03-26
20.45611111 1990-03-27
20.45611111 1990-03-28
20.88611111 1990-03-29
20.45611111 1990-03-30
21.36388889 1990-03-31
21.79388889 1990-04-01
21.79388889 1990-04-02
26.61944445 1990-04-03
28.53055555 1990-04-04
24.23055555 1990-04-05
22.31944445 1990-04-06
21.79388889 1990-04-07
23.275 1990-04-08
23.80055555 1990-04-09
27.04944445 1990-04-10
28.53055555 1990-04-11
29.05611111 1990-04-12
29.05611111 1990-04-13
22.31944445 1990-04-14
22.31944445 1990-04-15
22.74944445 1990-04-16
23.80055555 1990-04-17
24.75611111 1990-04-18
23.80055555 1990-04-19
23.275 1990-04-20
24.23055555 1990-04-21
24.23055555 1990-04-22
25.66388889 1990-04-23
27.04944445 1990-04-24
28.10055555 1990-04-25
29.96388889 1990-04-26
25.66388889 1990-04-27
23.80055555 1990-04-28
24.23055555 1990-04-29
26.61944445 1990-04-30
23.80055555 1990-05-01
24.23055555 1990-05-02
22.74944445 1990-05-03
24.23055555 1990-05-04
29.05611111 1990-05-05
30.39388889 1990-05-06
30.39388889 1990-05-07
25.66388889 1990-05-08
23.80055555 1990-05-09
22.31944445 1990-05-10
24.23055555 1990-05-11
24.75611111 1990-05-12
23.275 1990-05-13
24.23055555 1990-05-14
24.23055555 1990-05-15
24.23055555 1990-05-16
23.80055555 1990-05-17
24.75611111 1990-05-18
24.75611111 1990-05-19
24.75611111 1990-05-20
25.18611111 1990-05-21
26.61944445 1990-05-22
27.04944445 1990-05-23
27.04944445 1990-05-24
29.05611111 1990-05-25
26.09388889 1990-05-26
24.23055555 1990-05-27
25.18611111 1990-05-28
26.09388889 1990-05-29
24.23055555 1990-05-30
26.09388889 1990-05-31
26.61944445 1990-06-01
29.48611111 1990-06-02
29.96388889 1990-06-03
30.39388889 1990-06-04
27.04944445 1990-06-05
25.66388889 1990-06-06
27.575 1990-06-07
25.66388889 1990-06-08
27.575 1990-06-09
28.10055555 1990-06-10
26.61944445 1990-06-11
28.10055555 1990-06-12
25.66388889 1990-06-13
25.66388889 1990-06-14
24.23055555 1990-06-15
24.75611111 1990-06-16
25.18611111 1990-06-17
26.61944445 1990-06-18
28.53055555 1990-06-19
26.09388889 1990-06-20
24.23055555 1990-06-21
23.275 1990-06-22
26.09388889 1990-06-23
27.575 1990-06-24
29.48611111 1990-06-25
33.78611111 1990-06-26
39.94944445 1990-06-27
36.175 1990-06-28
29.05611111 1990-06-29
25.66388889 1990-06-30
26.09388889 1990-07-01
26.09388889 1990-07-02
27.04944445 1990-07-03
28.10055555 1990-07-04
29.05611111 1990-07-05
34.69388889 1990-07-06
29.48611111 1990-07-07
25.66388889 1990-07-08
26.09388889 1990-07-09
28.10055555 1990-07-10
30.39388889 1990-07-11
30.91944445 1990-07-12
31.34944445 1990-07-13
31.875 1990-07-14
29.48611111 1990-07-15
28.10055555 1990-07-16
28.10055555 1990-07-17
29.48611111 1990-07-18
29.96388889 1990-07-19
30.39388889 1990-07-20
29.05611111 1990-07-21
27.04944445 1990-07-22
26.09388889 1990-07-23
26.09388889 1990-07-24
26.61944445 1990-07-25
27.04944445 1990-07-26
27.04944445 1990-07-27
26.09388889 1990-07-28
26.09388889 1990-07-29
26.61944445 1990-07-30
27.575 1990-07-31
26.09388889 1990-08-01
26.61944445 1990-08-02
26.61944445 1990-08-03
25.66388889 1990-08-04
26.61944445 1990-08-05
27.575 1990-08-06
26.61944445 1990-08-07
27.575 1990-08-08
28.53055555 1990-08-09
26.09388889 1990-08-10
27.04944445 1990-08-11
28.10055555 1990-08-12
28.10055555 1990-08-13
27.04944445 1990-08-14
28.10055555 1990-08-15
28.53055555 1990-08-16
28.53055555 1990-08-17
28.10055555 1990-08-18
27.575 1990-08-19
27.575 1990-08-20
27.575 1990-08-21
28.10055555 1990-08-22
27.575 1990-08-23
26.61944445 1990-08-24
27.04944445 1990-08-25
27.04944445 1990-08-26
29.05611111 1990-08-27
29.48611111 1990-08-28
29.05611111 1990-08-29
30.91944445 1990-08-30
33.78611111 1990-08-31
29.48611111 1990-09-01
28.53055555 1990-09-02
27.575 1990-09-03
30.39388889 1990-09-04
31.34944445 1990-09-05
30.39388889 1990-09-06
30.39388889 1990-09-07
31.875 1990-09-08
32.40055555 1990-09-09
30.39388889 1990-09-10
29.05611111 1990-09-11
29.48611111 1990-09-12
28.10055555 1990-09-13
28.10055555 1990-09-14
28.53055555 1990-09-15
28.53055555 1990-09-16
26.61944445 1990-09-17
26.61944445 1990-09-18
26.61944445 1990-09-19
27.04944445 1990-09-20
26.61944445 1990-09-21
26.61944445 1990-09-22
26.09388889 1990-09-23
27.04944445 1990-09-24
28.53055555 1990-09-25
29.05611111 1990-09-26
29.48611111 1990-09-27
26.61944445 1990-09-28
26.61944445 1990-09-29
28.53055555 1990-09-30
28.53055555 1990-10-01
26.09388889 1990-10-02
26.09388889 1990-10-03
26.61944445 1990-10-04
26.09388889 1990-10-05
25.66388889 1990-10-06
25.66388889 1990-10-07
29.48611111 1990-10-08
33.35611111 1990-10-09
33.78611111 1990-10-10
32.40055555 1990-10-11
28.10055555 1990-10-12
28.10055555 1990-10-13
24.75611111 1990-10-14
24.75611111 1990-10-15
24.23055555 1990-10-16
26.61944445 1990-10-17
26.61944445 1990-10-18
28.10055555 1990-10-19
28.53055555 1990-10-20
29.05611111 1990-10-21
29.48611111 1990-10-22
29.48611111 1990-10-23
30.91944445 1990-10-24
31.34944445 1990-10-25
29.48611111 1990-10-26
27.04944445 1990-10-27
25.66388889 1990-10-28
27.04944445 1990-10-29
27.04944445 1990-10-30
25.66388889 1990-10-31
26.09388889 1990-11-01
26.09388889 1990-11-02
25.18611111 1990-11-03
26.61944445 1990-11-04
27.04944445 1990-11-05
25.18611111 1990-11-06
28.53055555 1990-11-07
26.09388889 1990-11-08
33.35611111 1990-11-09
34.26388889 1990-11-10
34.69388889 1990-11-11
30.39388889 1990-11-12
30.39388889 1990-11-13
28.53055555 1990-11-14
24.23055555 1990-11-15
24.23055555 1990-11-16
24.23055555 1990-11-17
23.80055555 1990-11-18
23.275 1990-11-19
23.275 1990-11-20
23.80055555 1990-11-21
24.23055555 1990-11-22
29.96388889 1990-11-23
30.91944445 1990-11-24
25.18611111 1990-11-25
22.31944445 1990-11-26
22.31944445 1990-11-27
24.23055555 1990-11-28
24.75611111 1990-11-29
25.18611111 1990-11-30
23.80055555 1990-12-01
25.66388889 1990-12-02
27.04944445 1990-12-03
26.61944445 1990-12-04
25.66388889 1990-12-05
29.96388889 1990-12-06
30.39388889 1990-12-07
27.04944445 1990-12-08
27.04944445 1990-12-09
26.61944445 1990-12-10
24.75611111 1990-12-11
22.31944445 1990-12-12
23.80055555 1990-12-13
21.36388889 1990-12-14
21.36388889 1990-12-15
21.79388889 1990-12-16
21.79388889 1990-12-17
20.88611111 1990-12-18
20.88611111 1990-12-19
18.44944445 1990-12-20
17.063888891 1990-12-21
14.675 1990-12-22
16.586111109 1990-12-23
18.44944445 1990-12-24
20.88611111 1990-12-25
20.88611111 1990-12-26
22.31944445 1990-12-27
22.31944445 1990-12-28
19.93055555 1990-12-29
19.93055555 1990-12-30
20.45611111 1990-12-31
22.74944445 1991-01-01
23.80055555 1991-01-02
22.31944445 1991-01-03
18.44944445 1991-01-04
19.93055555 1991-01-05
21.36388889 1991-01-06
20.45611111 1991-01-07
22.31944445 1991-01-08
20.45611111 1991-01-09
19.93055555 1991-01-10
21.36388889 1991-01-11
23.275 1991-01-12
30.39388889 1991-01-13
31.875 1991-01-14
29.96388889 1991-01-15
29.48611111 1991-01-16
25.66388889 1991-01-17
26.09388889 1991-01-18
26.09388889 1991-01-19
20.88611111 1991-01-20
20.88611111 1991-01-21
21.36388889 1991-01-22
21.79388889 1991-01-23
20.88611111 1991-01-24
19.50055555 1991-01-25
21.36388889 1991-01-26
21.79388889 1991-01-27
20.45611111 1991-01-28
19.93055555 1991-01-29
20.88611111 1991-01-30
21.36388889 1991-01-31
23.80055555 1991-02-01
24.23055555 1991-02-02
19.93055555 1991-02-03
19.93055555 1991-02-04
27.04944445 1991-02-05
28.10055555 1991-02-06
25.18611111 1991-02-07
22.31944445 1991-02-08
24.23055555 1991-02-09
25.18611111 1991-02-10
24.23055555 1991-02-11
24.75611111 1991-02-12
22.74944445 1991-02-13
26.61944445 1991-02-14
27.04944445 1991-02-15
22.31944445 1991-02-16
24.23055555 1991-02-17
25.18611111 1991-02-18
26.09388889 1991-02-19
26.09388889 1991-02-20
26.09388889 1991-02-21
21.36388889 1991-02-22
22.31944445 1991-02-23
22.31944445 1991-02-24
21.36388889 1991-02-25
20.88611111 1991-02-26
21.36388889 1991-02-27
19.93055555 1991-02-28
20.45611111 1991-03-01
20.88611111 1991-03-02
21.36388889 1991-03-03
21.36388889 1991-03-04
21.79388889 1991-03-05
23.80055555 1991-03-06
24.23055555 1991-03-07
24.23055555 1991-03-08
26.09388889 1991-03-09
21.36388889 1991-03-10
21.79388889 1991-03-11
23.275 1991-03-12
23.275 1991-03-13
21.79388889 1991-03-14
22.31944445 1991-03-15
18.44944445 1991-03-16
18.975 1991-03-17
17.493888891 1991-03-18
18.019444445 1991-03-19
18.44944445 1991-03-20
19.93055555 1991-03-21
20.45611111 1991-03-22
18.975 1991-03-23
18.975 1991-03-24
19.50055555 1991-03-25
18.44944445 1991-03-26
19.93055555 1991-03-27
20.45611111 1991-03-28
20.45611111 1991-03-29
20.45611111 1991-03-30
20.45611111 1991-03-31
20.45611111 1991-04-01
21.36388889 1991-04-02
24.23055555 1991-04-03
27.04944445 1991-04-04
27.04944445 1991-04-05
25.66388889 1991-04-06
26.61944445 1991-04-07
26.61944445 1991-04-08
27.04944445 1991-04-09
28.10055555 1991-04-10
28.53055555 1991-04-11
23.275 1991-04-12
24.75611111 1991-04-13
21.36388889 1991-04-14
21.36388889 1991-04-15
21.36388889 1991-04-16
20.45611111 1991-04-17
20.88611111 1991-04-18
21.36388889 1991-04-19
20.88611111 1991-04-20
21.36388889 1991-04-21
21.36388889 1991-04-22
21.79388889 1991-04-23
22.31944445 1991-04-24
25.18611111 1991-04-25
26.09388889 1991-04-26
30.91944445 1991-04-27
31.34944445 1991-04-28
28.10055555 1991-04-29
26.61944445 1991-04-30
22.74944445 1991-05-01
23.275 1991-05-02
22.31944445 1991-05-03
22.74944445 1991-05-04
26.09388889 1991-05-05
30.39388889 1991-05-06
31.875 1991-05-07
30.39388889 1991-05-08
30.39388889 1991-05-09
25.18611111 1991-05-10
23.80055555 1991-05-11
22.31944445 1991-05-12
23.275 1991-05-13
24.75611111 1991-05-14
28.53055555 1991-05-15
25.18611111 1991-05-16
25.66388889 1991-05-17
26.61944445 1991-05-18
24.23055555 1991-05-19
21.79388889 1991-05-20
22.31944445 1991-05-21
22.31944445 1991-05-22
21.36388889 1991-05-23
21.79388889 1991-05-24
21.79388889 1991-05-25
21.79388889 1991-05-26
22.31944445 1991-05-27
22.74944445 1991-05-28
23.80055555 1991-05-29
26.61944445 1991-05-30
27.575 1991-05-31
26.61944445 1991-06-01
22.74944445 1991-06-02
22.74944445 1991-06-03
23.275 1991-06-04
22.31944445 1991-06-05
21.79388889 1991-06-06
22.31944445 1991-06-07
23.275 1991-06-08
21.79388889 1991-06-09
22.31944445 1991-06-10
23.275 1991-06-11
24.23055555 1991-06-12
24.23055555 1991-06-13
22.74944445 1991-06-14
23.275 1991-06-15
22.74944445 1991-06-16
23.80055555 1991-06-17
24.75611111 1991-06-18
23.80055555 1991-06-19
24.23055555 1991-06-20
24.23055555 1991-06-21
24.75611111 1991-06-22
24.75611111 1991-06-23
24.23055555 1991-06-24
24.75611111 1991-06-25
25.66388889 1991-06-26
25.18611111 1991-06-27
24.75611111 1991-06-28
24.75611111 1991-06-29
27.575 1991-06-30
28.53055555 1991-07-01
23.80055555 1991-07-02
24.75611111 1991-07-03
23.80055555 1991-07-04
24.75611111 1991-07-05
25.66388889 1991-07-06
26.61944445 1991-07-07
25.66388889 1991-07-08
24.75611111 1991-07-09
25.18611111 1991-07-10
25.18611111 1991-07-11
24.75611111 1991-07-12
24.75611111 1991-07-13
25.18611111 1991-07-14
25.18611111 1991-07-15
25.66388889 1991-07-16
25.18611111 1991-07-17
24.75611111 1991-07-18
25.66388889 1991-07-19
25.18611111 1991-07-20
24.75611111 1991-07-21
24.75611111 1991-07-22
24.75611111 1991-07-23
25.18611111 1991-07-24
24.75611111 1991-07-25
24.75611111 1991-07-26
25.66388889 1991-07-27
25.66388889 1991-07-28
25.66388889 1991-07-29
26.61944445 1991-07-30
24.75611111 1991-07-31
25.18611111 1991-08-01
26.09388889 1991-08-02
25.66388889 1991-08-03
26.61944445 1991-08-04
24.75611111 1991-08-05
25.66388889 1991-08-06
25.66388889 1991-08-07
25.66388889 1991-08-08
25.66388889 1991-08-09
26.09388889 1991-08-10
27.04944445 1991-08-11
27.575 1991-08-12
30.39388889 1991-08-13
30.39388889 1991-08-14
26.09388889 1991-08-15
26.61944445 1991-08-16
26.09388889 1991-08-17
26.09388889 1991-08-18
26.09388889 1991-08-19
26.61944445 1991-08-20
28.53055555 1991-08-21
29.48611111 1991-08-22
27.575 1991-08-23
28.10055555 1991-08-24
25.66388889 1991-08-25
24.75611111 1991-08-26
25.18611111 1991-08-27
26.61944445 1991-08-28
28.10055555 1991-08-29
25.18611111 1991-08-30
26.61944445 1991-08-31
27.04944445 1991-09-01
25.18611111 1991-09-02
25.66388889 1991-09-03
25.66388889 1991-09-04
25.66388889 1991-09-05
25.18611111 1991-09-06
25.18611111 1991-09-07
25.66388889 1991-09-08
24.75611111 1991-09-09
25.66388889 1991-09-10
26.09388889 1991-09-11
25.66388889 1991-09-12
24.75611111 1991-09-13
22.31944445 1991-09-14
23.80055555 1991-09-15
24.23055555 1991-09-16
25.18611111 1991-09-17
25.18611111 1991-09-18
25.18611111 1991-09-19
24.75611111 1991-09-20
24.23055555 1991-09-21
26.09388889 1991-09-22
28.10055555 1991-09-23
30.39388889 1991-09-24
30.39388889 1991-09-25
25.66388889 1991-09-26
